Tiếng Việt,Code-mixed,label
căn phòng thật sạch và tiện nghi đúng tiêu chuẩn 4 sao,căn phòng thật clean và utilities đúng tiêu chuẩn 4 sao,positive
đội ngũ nhân viên rất lịch sự và chuyên nghiệp,đội ngũ nhân viên rất polite and professional,positive
bữa điểm tâm sáng tôi được dùng buffet với nhiều món ăn ngon và hợp khẩu vị của tôi,bữa điểm tâm sáng tôi được dùng buffet với many dishes ăn ngon và hợp khẩu vị của tôi,positive
với mục đích lưu trú ngắn hạn cho việc kinh doanh tôi đã có trải nhiệm tốt tại yasaka,với mục đích lưu trú ngắn hạn cho việc kinh doanh tôi đã có experience tốt tại yasaka,positive
khách sạn có vị trí thuận tiện đển các khu tham quan vui chơi mua sắm,the hotel có location thuận tiện đển các khu tham quan vui chơi mua sắm,positive
tuy nhiên phòng ốc nội thất cũ,tuy nhiên phòng ốc nội thất old,negative
với giá tiền phòng như vậy ở khách sạn khác tốt hơn,với giá tiền phòng như vậy ở the hotel orther tốt hơn,neutral
khách sạn 4 sao dỏm,khách sạn 4 sao fake,negative
phòng quá nhỏ các thiết bị trong phòng tất cả đều lạc hậu,phòng quá nhỏ các thiết bị trong phòng all đều lạc hậu,negative
buồn cười nhất là tivi quá nhỏ và cũ kỹ,the most funny thing is that tivi quá small and old kỹ,negative
ở tại nhà tôi ở restroom còn xài tốt hơn,ở tại nhà tôi ở restroom còn xài better,neutral
rất thoải mái thư giản khi nghĩ ngơi tại đây vị trí thuận lợi dễ tìm đặc biệt khu sân vườn cực kì đẹp và mát mẽ tạo cho tôi cảm giác cực kì thoải mái dễ chịu khi nghĩ tại đây,very comfortable. thư giản khi nghĩ ngơi tại đây vị trí thuận lợi dễ tìm special khu sân vườn cực kì đẹp và mát mẽ tạo cho tôi cảm giác cực kì thoải mái dễ chịu khi nghĩ tại đây,positive
có lẻ yasaka hotel mang tên của đất nước mặt trời mọc do đó mà yasaka có cách bày trí mang phong cách nhật bản tôi bị vẻ đẹp này mê hoặc tôi chẳng hạn như là túi để giấy vệ sinh bằng vải bố các bức tranh treo tường,có lẻ yasaka hotel mang tên của đất nước mặt trời mọc do đó mà yasaka có cách bày trí mang style nhật bản tôi bị vẻ đẹp này mê hoặc tôi chẳng hạn như là túi để giấy vệ sinh bằng vải bố các bức tranh treo tường,positive
ăn sáng trong khung cảnh sân vườn ở yasaka hotel thật lãng mạn sảng khoái bởi khung cảnh thiên nhiên,ăn sáng trong khung cảnh yard garden ở yasaka hotel thật lãng mạn sảng khoái bởi khung cảnh thiên nhiên,positive
tuy nhiên yasaka hotel cần lưu ý đến việc duy tu lại các trang thiết bị hư hỏng làm phiền du khách như khóa cửa bị hư cửa mở không được,tuy nhiên yasaka hotel cần lưu ý đến việc duy tu lại các trang thiết bị hư hỏng làm phiền du khách như lock bị hư cửa mở không được,negative
nội thất phòng nghỉ và thiết bị phòng tắm quá cũ và xấu vòi nước chảy yếu vòi sen hỏng phun nước tung tóe,nội thất room nghỉ và bathroom equipment quá cũ và xấu vòi nước chảy yếu vòi sen hỏng phun nước tung tóe,negative
phục vụ của nhân viên phòng rất kém để cafe và chè nhưng lại không có thìa cafe gọi điện thoại 3 lần thì sau 20 phút nhân viên phòng mới mang thìa cafe đến,phục vụ của nhân viên phòng rất kém để cafe và chè nhưng lại không có spoon cafe request 3 lần thì sau 20 phút nhân viên phòng mới mang spoon cafe đến,negative
khách sạn cần nâng cấp phòng ngay trong thời gian chưa nâng cấp được phòng tôi rất thất vọng về chất lượng phòng ở của khách sạn này,hotel need upgrading phòng ngay trong thời gian chưa nâng cấp được phòng tôi rất thất vọng về chất lượng phòng ở của this hotel,negative
nhìn chung tôi đánh giá đây là một khách sạn tốt phòng đẹp thái độ phục vụ tốt ăn sáng đồ ăn phong phú,nhìn chung tôi đánh giá đây là một good hotel beautiful room good service attitude ăn sáng đồ ăn phong phú,positive
tôi sẽ quay lại đây một ngày gần nhất,tôi sẽ come back đây một ngày gần nhất,positive
trang trí nội thất của phòng rất cũ và không đẹp,decor phòng rất cũ và không đẹp,negative
nhân viên không thay áo gối và tấm trải giường mổi ngày,nhân viên không thay áo pillow và bedspread mổi ngày,negative
chúng tôi đã có 1 kỳ nghỉ tuyệt vời tại nha trang,we đã có 1 a great holiday tại nha trang,positive
đây là lần thứ 2 chúng tôi ở yasaka và đều có 1 ấn tượng tốt đối với khách sạn,đây là lần thứ 2 chúng tôi ở yasaka và đều có 1 good impression đối với khách sạn,positive
phòng sạch sẽ tuy nhiên có hôm dọn phòng hơi chậm đến chiều chúng tôi đi chơi về nghỉ mới bắt đầu dọn nên không tiện cho khách lắm ăn sáng phong phú nhân viện đều thân thiện nhiệt tình,phòng sạch sẽ tuy nhiên có hôm dọn room hơi chậm đến chiều chúng tôi đi chơi về nghỉ mới bắt đầu dọn nên không tiện for guests lắm ăn sáng phong phú nhân viện đều thân thiện nhiệt tình,neutral
khu mua sắm cạnh khách sạn đã hoàn thành có quán cafe view đẹp và tiện lợi có cả siêu thị ở tầng trên nên rất tiện cho gia đình cần mua sắm vật dụng đồ ăn,khu mua sắm cạnh khách sạn đã complete có quán cafe view đẹp và tiện lợi có cả siêu thị ở tầng trên nên rất tiện for the family cần mua sắm vật dụng đồ ăn,positive
nhược điểm khách sạn đã lâu năm nên nội thất hơi cũ,nhược điểm khách sạn đã lâu năm nên furniture hơi old,negative
khi đặt phòng chúng tôi đặt extra bed nhưng khi đến nơi thì thấy không cần nữa nhưng khách sạn cũng không hoàn lại được tiền,khi đặt phòng we book extra bed nhưng khi đến nơi thì thấy không cần nữa nhưng  hotelng không hoàn lại được tiền,neutral
giá phòng hợp lý phù hợp cho gia đình đi nghĩ dưỡng,reasonable room price phù hợp for the family đi nghĩ dưỡng,positive
rất thích thú khi lưu lại sunrise nha trang,rất thích thú khi stay tại sunrise nha trang,positive
nhân viên thân thiện phòng đẹp sang trọng và sạch sẽ,nhân viên thân thiện beautiful room sang trọng và sạch sẽ,positive
nếu có dịp quay lại nha trang tôi sẽ luôn chọn sunrise để nghỉ,nếu có dịp come back nha trang tôi sẽ luôn chọn sunrise để nghỉ,positive
kỳ nghỉ trăng mật của chúng tôi được bắt đầu bằng khách sạn sunrise và chúng tôi đã rất hạnh phúc trong những ngày ở đây,kỳ nghỉ trăng mật của chúng tôi được start bằng khách sạn sunrise và we đã rất hạnh phúc trong những ngày ở đây,positive
sự thân thiện và dễ mến phục vụ nhiệt tình của nhân viên ở khách sạn chính là điểm nhấn lớn nhất trong ký ức của chúng tôi,sự friendly and dễ mến phục vụ employee enthusiasm ở khách sạn chính là điểm nhấn lớn nhất trong ký ức của chúng tôi,positive
có cảm giác tất cả các nhân viên đều rất thân thiện,có cảm giác tất cả các nhân viên đều very friendly,positive
phong cảnh của khách sạn là một điểm nhấn khác rất đặc biệt,phong cảnh của hotel là một điểm nhấn khác rất  specialy,neutral
từ ngoài nhìn vào hoặc từ bên trong khách sạn đều có phong cảnh đẹp đặc trưng,từ ngoài nhìn vào hoặc từ bên in the hotel đều có phong cảnh đẹp feature,positive
chúng tôi thích thú với những bữa ăn ngay tại ban công của phòng và nhìn ra biển xanh ngay trước mặt,we like với những meals ngay tại ban công của phòng và looking out at the sea xanh ngay trước mặt,positive
đồ ăn tại khách sạn rất ngon và hài hoà giữa đồ ăn tây và đồ ăn việt,đồ ăn tại the hotel rất tasty và hài hoà giữa đồ ăn tây và đồ ăn việt,positive
chỉ trong vài ngày mà cả 2 chúng tôi đều tăng tới 2kg vì ăn quá nhiều bản chất cả 2 đều rất lười ăn,chỉ trong vài ngày mà cả 2 chúng tôi đều tăng tới 2kg vì ăn quá nhiều essences cả 2 đều rất lazy ăn,neutral
điểm mà chúng tôi chưa thực sự hài lòng là khả năng cách âm của phòng chưa tốt lắm,điểm mà chúng tôi chưa thực sự satisfaction là possible cách âm của phòng chưa tốt lắm,negative
không hiểu vì sao các phòng lại có cửa đi riêng tôi nghỉ ở phòng 801 nó làm cho khả năng cách âm bị ảnh hưởng khá nhiều,không hiểu vì sao các phòng lại có private entrance tôi nghỉ ở phòng 801 nó làm cho possible cách âm bị ảnh hưởng khá nhiều,negative
ngoài ra đồ phòng vệ sinh hơi cũ có lẽ nên thay hẳn đồ mới,ngoài ra đồ phòng vệ sinh hơi cũ probably should have replaced hẳn đồ mới,negative
khach san dep khong gian thoang thai do phuc vu tot thuc an ngon dia diem tuyet voi,khach san dep khong gian thoang attitude phuc vu tot thuc an ngon dia diem great,positive
phong cách phục vụ của nhân viên lễ tân tốt xứng đáng với khách sạn 5 sao,phong cách phục vụ của staff receptionist tốt xứng đáng với khách sạn 5 sao,positive
tuy nhiên nhân viên phục vụ làm vệ sinh bể bơi cần có đào tạo thêm trong giao tiếp với khách nghỉ,tuy nhiên service personnel làm vệ sinh bể bơi cần có đào tạo thêm trong giao tiếp với khách nghỉ,negative
bữa ăn sáng nên đổi món ăn giữa các ngày không nên dập khuôn giống hệt nhau từ ngày này qua ngày khác như vậy khách hàng ở đến 3 ngày sẽ dễ bị chán nên có ẩm thực theo ngày,meals sáng nên đổi món ăn giữa các ngày không nên dập khuôn giống hệt nhau từ ngày này qua ngày khác như vậy khách hàng ở đến 3 ngày sẽ dễ bị chán nên có ẩm thực by day,negative
đây là một số điểm nhỏ theo ý kiến cá nhân dù sao gia đình tôi đã có một kỳ nghỉ vui vẻ thoải mái tại sunrise hotel,đây là một số điểm nhỏ theo ý kiến cá nhân dù sao my family has already có a holiday vui vẻ thoải mái tại sunrise hotel,positive
thời gian nghỉ tuyệt vời nhất trong năm,thời gian a great holiday nhất trong năm,positive
phục vụ ổn với dịch vụ phòng và phục vụ gần như hoàn hảo,phục vụ ổn với dịch vụ phòng and serve gần như perfect,positive
những ngày nghỉ ở khách sạn là những ngày tuyệt vời,những ngày nghỉ ở hotel is những great day,positive
phòng khách sạn sạch sẽ và sang trọng,phòng the hotel is clean and sang trọng,positive
nhân viên phục vụ nhiệt tình chu đáo,enthusiastic service personnel chu đáo,positive
đây là một trong những khách sạn ấn tượng nhất của tôi khi ở tại nha trang,đây là một trong những the most impressive hotel của tôi khi ở tại nha trang,positive
tuy khách sạn không có bãi biển riêng nhưng mọi thứ tại khách sạn này hoàn hảo,tuy hotel not có beaches riêng nhưng mọi thứ tại hotel perfect,neutral
thái độ phục vụ của nhân viên tuyệt vời,attitudes của nhân viên service tuyệt vời,positive
đồ ăn sáng rất ngon và phong phú,đồ ăn sáng rất yummy và phong phú,positive
